publication_uniqueID,articletype,count_authors,Publication Date,Category Normalized Citation Impact
Pub18188,Article,19,2009,3.9546
Pub70333,Article,6,2009,8.0979
Pub17426,Article,4,2000,5.2551
Pub80759,Article,4,2008,3.4971
Pub64595,Article,4,2004,2.3261
Pub44074,Article,5,1997,2.2047
Pub87627,Article,4,2010,4.0224
Pub07242,Article,2,1999,1.9996
Pub84864,Article,31,2012,6.9002
Pub44648,Article,5,2011,4.9457
Pub70747,Article,3,2004,7.1841
Pub47925,Article,4,1998,2.0065
Pub53331,Article,10,1997,2.3654
Pub29178,Article,35,2007,3.2548
Pub42764,Article,2,2002,2.1652
Pub28618,Article,5,2000,2.0067
Pub68833,Article,3,1997,2.0526
Pub65684,Article,5,2001,2.359
Pub64887,Article,5,2012,5.989
Pub05809,Article,10,2013,9.1907
Pub22786,Review,2,2007,1.3868
Pub03445,Article,3,2011,4.6973
Pub56182,Article,7,1999,2.9979
Pub41265,Article,2,1999,2.7008
Pub05099,Article,201,2015,22.7475
Pub09439,Article,2,1998,2.4797
Pub84341,Article,3,2005,3.0207
Pub04842,Article,3,2000,2.3727
Pub22500,Article,13,2012,4.8857
Pub48879,Letter,4,2009,13.3609
Pub46541,Article,6,1998,2.103
Pub76522,Article,5,1996,2.4832
Pub38856,Article,9,2000,2.5766
Pub02581,Article,5,2006,3.6027
Pub86463,Article,5,2008,3.6038
Pub18310,Article,4,1998,1.8561
Pub32585,Article,6,2008,2.8925
Pub32491,Article,3,1998,2.3112
Pub65278,Article,8,2004,2.851
Pub65062,Article,8,1995,2.1555
Pub94973,Article,9,2011,4.8752
Pub06551,Article,3,2003,2.3435
Pub86793,Article,7,2005,2.4205
Pub71075,Article,4,1995,1.9878
Pub32427,Article,6,2000,2.3784
Pub48070,Editorial Material,3,2004,10.1889
Pub68021,Article,5,1998,1.985
Pub90231,Review,3,2011,2.7904
Pub62202,Letter,3,1996,2.6085
Pub94722,Article,51,2014,12.1817
Pub06978,Article,9,2001,3.0401
Pub40416,Article,3,2003,2.5189
Pub88583,Article,8,2000,2.336
Pub35099,Article,7,2002,1.9862
Pub96131,Article,7,2002,2.2649
Pub19132,Article,5,1995,2.171
Pub87965,Article,2,2006,3.3569
Pub40616,Article,4,2014,11.5249
Pub93972,Article,2,2000,3.7181
Pub44166,Article,3,2000,2.282
Pub89256,Article,8,1998,2.663
Pub26158,Article,9,1999,2.7243
Pub03778,Article,6,2010,6.3444
Pub78326,Article,6,2002,2.5213
Pub08149,Article,9,2002,2.6378
Pub99415,Article,4,2000,2.2669
Pub94460,Article,3,2000,2.142
Pub94226,Article,8,2003,2.0845
Pub05590,Article,6,2001,2.8263
Pub74679,Article,10,2012,10.3784
Pub70864,Article,4,1999,2.3553
Pub94458,Article,2,1997,2.1886
Pub62200,Article,11,2000,2.0103
Pub81971,Article,7,1998,2.374
Pub87495,Article,16,2008,3.1275
Pub35192,Article,6,2013,5.8376
Pub53022,Article,3,1997,2.2226
Pub65926,Article,12,2003,3.0327
Pub52241,Article,3,1996,2.5264
Pub22401,Article,6,2004,2.5814
Pub63416,Article,3,2006,2.5104
Pub58293,Article,5,1996,2.3508
Pub65913,Article,13,2013,5.0616
Pub59035,Article,6,2003,2.2582
Pub04343,Review,4,2002,0.927
Pub50248,Article,4,1998,2.0753
Pub99821,Article,5,2002,2.4231
Pub73858,Review,2,2004,1.0369
Pub23552,Article,6,1997,2.135
Pub09210,Article,5,2002,2.4078
Pub73810,Review,2,2009,1.3017
Pub53478,Article,60,2013,6.6609
Pub44993,Article,4,2000,2.5418
Pub53688,Review,2,1998,2.1879
Pub84272,Article,7,2004,2.1349
Pub02212,Article,4,2007,2.9388
Pub89625,Article,3,1998,4.0146
Pub30408,Article,13,2013,6.7105
Pub63260,Article,11,2005,3.1991
Pub30208,Article,10,2009,3.9356
Pub39476,Article,5,2002,2.2649
Pub26744,Article,3,1998,2.0314
Pub45721,Article,13,2006,2.5761
Pub90351,Article,7,2003,2.1832
Pub00431,Article,3,1995,2.3646
Pub00522,Article,6,2001,2.1458
Pub95140,Article,5,2001,1.9326
Pub45786,Article,8,2000,2.0953
Pub10915,Article,5,1994,2.131
Pub30264,Article,8,2005,2.1233
Pub78665,Article,7,2014,10.1387
Pub68914,Article,6,2001,2.2196
Pub01823,Article,18,2013,7.5924
Pub93957,Article,8,2008,2.5606
Pub88727,Article,11,2007,4.6034
Pub44166,Article,6,1999,3.0121
Pub95506,Article,4,2007,2.8236
Pub15697,Article,8,2010,4.6126
Pub60344,Article,5,2014,7.082
Pub01240,Article,6,2000,1.7954
Pub07376,Article,5,1999,2.0802
Pub99876,Article,12,2000,2.0251
Pub02657,Article,2,1998,3.3296
Pub69306,Article,6,1997,1.8761
Pub46476,Article,3,2001,2.0246
Pub99836,Article,7,2006,2.6909
Pub28672,Review,3,1995,1.0803
Pub52304,Review,4,1999,1.0716
Pub90947,Article,2,2003,2.5517
Pub63327,Article,4,2001,2.9998
Pub99464,Article,11,2010,3.9229
Pub58529,Article,6,2001,2.0396
Pub79402,Article,3,1996,2.0529
Pub52645,Article,7,2012,5.0846
Pub92974,Article,3,1998,5.4769
Pub28120,Article,6,1999,2.214
Pub76610,Article,6,1999,6.5253
Pub31140,Article,2,1999,2.4234
Pub31263,Article,9,2007,3.8153
Pub35372,Article,4,1999,2.2768
Pub47859,Article,2,1996,4.1463
Pub52440,Article,5,1999,2.6601
Pub02414,Article,4,1998,2.374
Pub87864,Article,21,2014,8.228
Pub38801,Article,6,2008,4.0242
Pub33488,Article,5,1998,1.9464
Pub36651,Article,5,2006,3.3483
Pub57999,Article,4,1998,2.7112
Pub83470,Article,7,2011,5.0673
Pub24934,Article,7,2008,2.6396
Pub65232,Article,3,2002,2.4782
Pub57070,Article,11,1998,1.9742
Pub51985,Article,5,1999,2.0824
Pub75950,Article,7,2014,9.4851
Pub35334,Article,2,2000,1.9306
Pub51132,Article,8,2001,1.8391
Pub18844,Article,4,2008,3.3344
Pub45359,Article,7,2008,2.6564
Pub52321,Review,4,2010,1.8797
Pub02696,Article,4,2000,2.2889
Pub90107,Article,2,1995,2.2563
Pub51029,Article,12,2006,2.4284
Pub93612,Article,11,1998,2.0753
Pub42368,Article,4,2001,2.4377
Pub71263,Article,4,2005,2.661
Pub20023,Article,7,2001,1.89
Pub02432,Article,6,2010,4.0392
Pub27252,Article,9,2007,2.7468
Pub49619,Article,3,1999,2.4234
Pub58650,Article,6,1996,1.9275
Pub68958,Article,11,2006,2.8833
Pub88441,Article,8,2005,3.0874
Pub91345,Article,5,1998,2.2932
Pub90431,Article,8,2002,2.3444
Pub61545,Article,20,2011,4.1001
Pub54154,Article,3,2013,7.176
Pub73206,Article,10,2007,2.7237
Pub43159,Article,13,2011,4.5824
Pub37482,Article,4,2014,11.568
Pub45020,Article,4,2008,3.7563
Pub98840,Article,4,2003,2.4253
Pub59530,Article,9,2005,2.4443
Pub08420,Article,2,2003,2.0406
Pub51363,Article,5,2000,2.3044
Pub35121,Article,18,2006,2.6043
Pub06454,Article,6,2001,2.5555
Pub54382,Review,4,2012,3.3476
Pub05060,Article,4,2005,2.3303
Pub32602,Article,5,2011,5.4466
Pub24489,Article,5,2007,2.4868
Pub01374,Article,15,2013,5.5723
Pub07473,Article,14,2013,7.2229
Pub27135,Article,7,2008,5.0939
Pub37090,Article,3,1999,2.4236
Pub75702,Article,14,2015,11.8389
Pub22041,Article,2,2001,1.9346
Pub07782,Article,4,1998,6.7122
Pub57475,Article,4,1994,1.9548
Pub70909,Article,3,1995,2.1226
Pub80520,Article,3,2004,2.3521
Pub71415,Article,3,2010,3.9131
Pub60368,Article,4,2004,4.0814
Pub15762,Article,7,2008,5.4311
Pub00419,Article,5,2002,2.0761
Pub35033,Article,5,2000,1.6502
Pub30659,Article,6,2001,1.89
Pub15050,Article,8,2010,4.0967
Pub48110,Article,4,1999,1.8018
Pub22511,Article,2,2010,6.5603
Pub32156,Article,7,1994,1.8493
Pub24174,Article,4,1995,2.0892
Pub12993,Article,4,2003,2.0566
Pub54299,Article,9,2006,3.1155
Pub48253,Article,5,1997,1.9124
Pub08021,Article,5,1999,1.8897
Pub22019,Article,4,2002,1.7889
Pub27048,Article,9,1999,1.8577
Pub89644,Article,4,2000,1.9496
Pub64831,Article,9,1999,1.9942
Pub67024,Article,3,2007,2.5037
Pub82068,Article,8,2008,2.5061
Pub20894,Article,6,2000,1.8351
Pub38261,Article,4,1997,1.8278
Pub99238,Article,2,2002,1.7664
Pub16625,Article,11,2014,9.6708
Pub21681,Article,5,1998,1.9495
Pub40258,Article,7,2004,2.6312
Pub45965,Article,5,1996,1.8779
Pub44514,Review,3,1999,1.0128
Pub47011,Article,3,2010,3.4007
Pub22471,Article,4,1997,2.4827
Pub48891,Article,5,1998,2.7007
Pub57823,Article,6,1999,1.7947
Pub67541,Article,7,2003,2.3754
Pub75953,Article,11,1997,2.7955
Pub70772,Article,8,2012,5.8565
Pub73213,Article,4,2005,3.0388
Pub15905,Article,6,1998,4.0363
Pub12991,Article,8,1996,2.5317
Pub20264,Article,4,2003,2.0541
Pub86837,Article,7,2009,4.3371
Pub59695,Article,13,2014,7.955
Pub73802,Article,10,2013,6.2055
Pub69603,Article,5,2006,2.3408
Pub43782,Article,3,2001,2.0846
Pub88604,Article,4,2006,2.1987
Pub01966,Article,10,2011,5.1128
Pub02843,Article,2,2004,2.0825
Pub71731,Article,7,1999,1.8529
Pub99111,Article,2,1995,2.2758
Pub60008,Article,4,1998,1.6881
Pub02998,Article,8,2009,3.412
Pub47128,Article,5,1998,1.7401
Pub24039,Article,17,2007,2.7901
Pub69492,Article,21,2013,8.8427
Pub14980,Article,14,2008,2.7364
Pub18981,Article,22,2009,4.029
Pub81732,Article,4,2000,1.8438
Pub16893,Review,3,2001,0.8519
Pub81405,Article,5,2001,1.8047
Pub33173,Article,6,2000,1.7838
Pub99963,Article,6,2009,4.8365
Pub84537,Article,6,2005,2.0069
Pub64364,Article,9,2001,2.2408
Pub76283,Article,7,2003,2.39
Pub51617,Article,7,2003,1.8971
Pub54817,Article,17,2001,2.0463
Pub28690,Article,25,2013,6.9714
Pub54993,Article,7,1996,1.7708
Pub54107,Article,137,2000,1.8589
Pub31018,Article,3,2000,1.719
Pub24814,Article,6,1997,1.8304
Pub42058,Article,2,1999,1.7102
Pub09118,Article,7,2013,10.5076
Pub77999,Article,6,2010,3.8887
Pub34029,Article,7,2012,4.0715
Pub11952,Article,5,1996,2.5052
Pub58488,Article,6,1998,2.3007
Pub06829,Review,3,2012,3.108
Pub09038,Article,8,1997,1.7868
Pub67285,Article,3,1995,2.2948
Pub93309,Article,2,2004,2.5378
Pub27659,Article,4,2004,2.7976
Pub99490,Article,3,2003,1.7237
Pub16929,Article,2,1995,2.1394
Pub08615,Article,2,1994,5.7432
Pub25647,Article,9,2011,3.9304
Pub46935,Article,11,2013,5.5596
Pub98654,Review,4,2013,3.4242
Pub70214,Article,4,1997,2.2112
Pub72450,Review,2,2001,1.1816
Pub65608,Review,3,2002,1.1927
Pub47735,Article,6,1997,3.0828
Pub42782,Article,5,2005,1.9682
Pub77276,Article,5,2005,1.8543
Pub88755,Article,12,2013,5.0175
Pub18213,Article,2,1999,1.8279
Pub89950,Article,6,2002,1.8988
Pub30611,Article,4,2003,2.2429
Pub10959,Article,2,2003,1.729
Pub51903,Article,11,2012,4.7807
Pub98171,Article,6,1997,1.5748
Pub86090,Article,7,2007,1.9952
Pub77557,Review,3,1998,0.9156
Pub78210,Article,6,1993,1.6912
Pub82614,Article,6,2006,2.0018
Pub90683,Article,5,1998,2.0458
Pub95321,Article,9,2004,4.9193
Pub65809,Article,45,2014,9.2778
Pub45301,Article,8,2006,2.3624
Pub99088,Article,5,2006,3.5103
Pub49460,Article,9,2004,1.8956
Pub93880,Article,2,2005,2.8739
Pub25723,Article,6,2000,2.7224
Pub14614,Article,9,2006,2.2694
Pub76721,Article,3,1995,1.5308
Pub43352,Article,6,1995,1.8719
Pub84811,Article,3,1999,1.7872
Pub69020,Article,3,2003,1.8174
Pub27378,Article,6,2000,1.4654
Pub21274,Article,2,2001,2.0416
Pub58328,Review,4,2002,0.9026
Pub87905,Article,4,1995,1.616
Pub12553,Article,11,2010,4.0225
Pub57077,Article,4,2012,5.0434
Pub23926,Article,11,2009,3.3587
Pub87257,Review,3,2003,1.0415
Pub87260,Article,6,1999,1.6847
Pub60278,Article,6,1997,1.604
Pub30771,Article,2,1998,1.7452
Pub85204,Article,8,1998,1.8552
Pub52880,Article,22,2008,3.8887
Pub68878,Article,8,2001,1.7479
Pub62940,Article,6,2005,4.0399
Pub46060,Article,2,1997,1.7725
Pub34218,Article,6,2006,1.8869
Pub07010,Article,7,2008,2.1745
Pub51503,Article,6,1999,1.6847
Pub50698,Article,7,2008,2.5764
Pub76309,Article,5,2004,4.4676
Pub65249,Article,4,1999,3.1916
Pub60074,Article,3,1998,1.8552
Pub38321,Article,8,2007,2.6554
Pub51022,Article,9,2005,4.6671
Pub30211,Article,4,2003,1.9131
Pub75674,Article,10,2004,1.5274
Pub82629,Article,9,2011,4.3356
Pub33929,Article,7,2003,1.8608
Pub26511,Article,4,1997,1.6792
Pub71866,Article,6,1999,1.5092
Pub38403,Article,12,2009,3.3568
Pub64769,Article,8,2001,1.8896
Pub25921,Article,13,2016,47.5589
Pub12017,Article,22,2014,13.4702
Pub48367,Article,3,2012,10.7101
Pub43635,Article,2,1998,3.3499
Pub65439,Article,4,2002,1.963
Pub53174,Article,4,1997,1.6415
Pub26698,Article,3,1996,1.6629
Pub39656,Article,5,2008,3.8341
Pub07942,Article,6,2007,1.8429
Pub64679,Article,5,2001,1.8962
Pub77036,Article,10,2012,4.5033
Pub08736,Article,5,2010,2.8851
Pub34368,Article,5,1999,2.0432
Pub64755,Article,9,2011,3.7395
Pub84759,Article,3,2013,7.3428
Pub10671,Article,6,2007,2.2106
Pub96268,Article,18,2012,3.8645
Pub24911,Article,10,2003,1.8707
Pub90294,Review,2,2006,1.4481
Pub95430,Article,4,1999,1.4471
Pub57690,Article,24,2007,2.4517
Pub92652,Article,4,2000,1.529
Pub10652,Article,8,1999,1.5382
Pub87963,Letter,4,2008,5.3684
Pub31281,Article,5,1997,1.5398
Pub65079,Article,5,2005,1.8107
Pub83575,Article,3,1996,1.7714
Pub56921,Article,15,2015,10.4432
Pub62029,Editorial Material,3,2000,1.7349
Pub32282,Article,5,1999,1.5821
Pub24041,Article,18,2013,5.5943
Pub34851,Article,4,2000,1.7631
Pub07601,Article,7,1997,2.0022
Pub63737,Article,4,2008,3.6767
Pub14836,Article,7,1996,1.7548
Pub55993,Editorial Material,27,2011,20.1499
Pub17821,Article,3,2003,1.9078
Pub77774,Article,6,2007,2.1062
Pub96480,Article,5,1996,1.6561
Pub62714,Article,4,1996,3.2824
Pub16190,Letter,4,1997,2.7787
Pub34039,Article,9,2001,1.6197
Pub58131,Article,4,1997,1.5543
Pub73210,Article,7,1998,1.7923
Pub30316,Article,8,1998,1.4386
Pub45288,Article,42,2004,1.5613
Pub61309,Article,12,2013,5.3499
Pub97335,Article,7,2001,2.0873
Pub77072,Review,4,2001,0.9815
Pub40036,Article,7,1997,1.4926
Pub59591,Article,1,1997,2.2352
Pub25259,Article,9,1998,1.3792
Pub01295,Article,5,1998,2.418
Pub05356,Article,5,2004,1.5907
Pub16891,Article,42,2015,12.1845
Pub16666,Article,7,2007,2.2838
Pub11519,Article,14,2009,3.9233
Pub40052,Article,3,2002,1.8512
Pub77312,Article,4,2004,2.3003
Pub84164,Article,4,2011,5.5583
Pub72957,Article,5,2012,6.4507
Pub47360,Article,16,2002,1.1747
Pub34506,Review,3,2007,0.9295
Pub90423,Article,9,2012,3.5592
Pub51756,Article,3,2000,1.9193
Pub67215,Article,7,1999,2.09
Pub82821,Review,3,2006,0.9368
Pub16095,Article,3,2006,2.9727
Pub49210,Article,4,2001,1.8525
Pub93959,Article,9,2010,4.3332
Pub05843,Review,4,2010,1.6008
Pub41797,Article,12,2001,1.6314
Pub45254,Article,4,2009,3.4831
Pub79552,Article,3,2007,2.9192
Pub56830,Article,5,2005,1.7792
Pub67394,Article,4,2001,1.8166
Pub38759,Article,5,2007,2.2022
Pub03709,Article,8,2000,2.8009
Pub22696,Article,6,2007,3.0852
Pub52386,Article,4,1994,1.4293
Pub93557,Article,3,2003,1.7876
Pub46429,Article,6,2011,4.3811
Pub35096,Article,2,2002,1.4074
Pub39851,Article,6,2003,1.6704
Pub14527,Article,5,2001,1.6047
Pub98366,Article,8,2005,2.2344
Pub10806,Article,5,1998,3.6947
Pub79220,Article,8,2003,2.0692
Pub62446,Article,5,1999,1.5528
Pub00143,Article,2,2003,1.668
Pub65994,Article,4,1995,1.3294
Pub88606,Article,6,2007,2.0553
Pub07551,Article,6,2011,4.1981
Pub78976,Article,5,2003,2.5952
Pub89531,Article,3,1997,6.599
Pub27630,Article,7,1996,1.9822
Pub48867,Review,2,2008,1.706
Pub19674,Article,5,2001,1.8979
Pub67985,Article,3,2003,1.6421
Pub37301,Article,4,1999,1.5545
Pub81680,Article,10,2000,2.8937
Pub14637,Article,2,1996,1.7383
Pub29494,Article,5,2002,1.5669
Pub93429,Review,2,2001,0.6883
Pub68083,Article,7,2005,1.669
Pub22717,Article,9,2008,3.7502
Pub64430,Article,2,2004,4.4274
Pub16550,Article,62,2015,17.5825
Pub42549,Article,79,2014,10.9656
Pub15476,Article,7,2012,3.835
Pub34389,Article,7,2013,5.9906
Pub49065,Article,4,1994,4.768
Pub64805,Article,6,2003,1.4832
Pub59466,Article,4,2000,1.3669
Pub97934,Article,7,2015,8.0382
Pub01567,Article,5,2007,2.163
Pub00387,Article,8,2000,1.4299
Pub02772,Article,3,2002,1.597
Pub02270,Article,9,2000,1.4937
Pub09755,Article,8,1999,1.9813
Pub46887,Article,2,2007,2.3499
Pub27932,Article,7,2013,6.3935
Pub81253,Article,2,2001,2.2996
Pub70335,Article,11,2014,4.657
Pub98041,Article,6,2001,1.5447
Pub15852,Review,3,2006,0.9218
Pub90804,Article,12,2010,2.9293
Pub95379,Article,3,2007,1.682
Pub55498,Article,10,2010,2.3805
Pub36023,Letter,5,2003,15.2414
Pub33554,Article,26,2014,15.1691
Pub58567,Article,2,2002,1.5126
Pub50508,Article,2,2007,2.3234
Pub91255,Article,14,2002,1.4672
Pub90902,Article,5,2001,1.5297
Pub31682,Article,6,2000,1.6171
Pub29720,Article,7,1995,1.5544
Pub41871,Article,8,2007,3.0357
Pub94095,Review,4,2011,1.483
Pub07285,Article,5,2011,2.7501
Pub11107,Note,4,1994,2.607
Pub06339,Article,8,2008,2.5701
Pub96803,Article,3,2005,1.8737
Pub09838,Article,4,2004,1.4467
Pub08742,Article,7,2006,2.0462
Pub38463,Article,3,2009,2.9997
Pub36355,Article,4,2005,1.7509
Pub26276,Article,3,1998,1.588
Pub03920,Article,4,2015,13.9166
Pub84324,Review,2,2003,0.9284
Pub37963,Article,7,1998,1.4307
Pub12211,Article,2,2001,1.6781
Pub78955,Article,4,2000,1.2278
Pub72240,Article,12,2011,3.6311
Pub34802,Article,7,2014,5.5421
Pub94571,Article,6,2000,3.6928
Pub34055,Article,6,2004,1.5411
Pub19942,Article,3,2007,2.2561
Pub49013,Article,6,2010,3.102
Pub17518,Article,8,2004,1.6605
Pub04609,Article,6,2008,2.1929
Pub47451,Article,3,1998,1.9933
Pub41016,Article,4,2001,1.4353
Pub45006,Article,3,2005,1.9069
Pub19005,Article,7,2000,1.2542
Pub00676,Article,20,1998,1.4464
Pub68032,Article,12,2007,2.8044
Pub24241,Article,3,2010,4.6314
Pub60839,Article,2,2005,1.9069
Pub17718,Article,7,2013,6.8791
Pub11856,Article,4,1996,1.5357
Pub29766,Article,6,1997,1.3946
Pub85013,Article,2,1997,1.4284
Pub15653,Article,2,2003,1.5305
Pub66627,Article,11,2013,4.5833
Pub96243,Article,5,2006,2.0462
Pub64782,Review,2,2004,1.9337
Pub84353,Article,13,2004,1.5907
Pub43668,Article,2,2002,1.6551
Pub98580,Review,4,2007,0.9289
Pub39435,Article,2,2001,1.2484
Pub17651,Review,4,2005,0.836
Pub94101,Article,15,2012,5.0459
Pub68092,Article,13,2004,1.6012
Pub12780,Article,9,2003,1.961
Pub17869,Article,5,1995,2.1084
Pub04440,Article,4,2004,2.0905
Pub67848,Review,2,2005,1.1768
Pub18920,Article,9,2009,2.39
Pub88866,Article,11,2004,1.7247
Pub88067,Article,10,2004,1.4381
Pub19482,Article,7,1998,1.525
Pub56791,Article,4,1997,3.3075
Pub17918,Review,2,1996,0.9191
Pub06712,Review,2,2001,0.7292
Pub73598,Article,11,2006,1.69
Pub71661,Article,9,2010,3.5753
Pub26602,Article,4,2000,1.3449
Pub92304,Article,7,1998,1.5093
Pub33739,Article,4,2006,1.9649
Pub67740,Article,6,2001,1.6235
Pub56240,Article,8,2010,3.2525
Pub51922,Article,8,2000,1.6322
Pub38581,Review,5,2015,8.0934
Pub29112,Article,9,2007,2.3626
Pub12367,Article,5,2000,1.4962
Pub18881,Article,2,1999,1.4649
Pub63375,Review,11,1998,1.7568
Pub65590,Article,10,2000,3.0945
Pub72612,Article,19,2012,4.1382
Pub25494,Article,9,2012,4.3512
Pub86104,Article,4,2009,2.3834
Pub38898,Article,4,1995,1.6379
Pub99161,Article,2,1997,1.6888
Pub42227,Article,5,2007,5.7682
Pub68321,Article,6,1998,1.4592
Pub94747,Article,6,2000,1.3874
Pub82368,Article,1,2003,1.7806
Pub69864,Article,10,1997,1.4591
Pub08457,Article,4,2005,1.6218
Pub67668,Article,9,2003,1.6401
Pub73712,Article,2,2003,2.0137
Pub41489,Article,5,2004,1.3616
Pub58236,Article,24,2014,8.3801
Pub87955,Article,4,1999,1.4083
Pub48014,Article,6,2001,1.4097
Pub62286,Article,7,2006,1.8384
Pub84784,Article,6,1998,1.3993
Pub41784,Article,2,2001,1.5147
Pub94196,Article,8,2002,1.3943
Pub44398,Article,3,1999,1.2236
Pub31892,Article,3,2007,2.0361
Pub15289,Article,8,2000,1.3811
Pub73718,Article,7,2011,3.1433
Pub38969,Article,3,2011,3.9523
Pub48247,Article,5,2003,1.6371
Pub36599,Article,3,1995,1.4541
Pub72035,Article,2,2008,2.9954
Pub70193,Article,12,2002,1.4109
Pub74664,Article,4,2011,3.9428
Pub77927,Article,6,2005,2.0109
Pub38929,Article,2,2005,1.4958
Pub04976,Article,5,2001,2.9184
Pub31143,Article,7,2001,1.3178
Pub40226,Article,6,1999,1.6707
Pub98294,Article,5,1995,1.7827
Pub00624,Article,4,2003,1.348
Pub07224,Article,12,2005,2.257
Pub71215,Article,8,1996,1.7923
Pub01080,Note,8,1994,4.3443
Pub45496,Article,6,2000,1.3602
Pub75868,Article,3,1996,1.523
Pub90212,Article,9,2012,3.6209
Pub91177,Article,5,1996,1.5065
Pub52133,Article,6,2002,1.3675
Pub04020,Article,6,1994,1.426
Pub75457,Article,7,2007,2.048
Pub29221,Article,4,2000,1.5537
Pub63110,Article,10,2012,4.8374
Pub23753,Article,5,2013,15.624
Pub57464,Review,5,1999,0.6269
Pub43092,Review,3,2008,0.9699
Pub87764,Article,8,2006,1.8377
Pub96841,Article,5,1998,1.8214
Pub49441,Article,8,1999,1.8851
Pub36366,Article,6,2001,1.4847
Pub73309,Review,8,2011,2.786
Pub51869,Article,3,1996,1.4237
Pub54776,Article,4,2013,6.7685
Pub09842,Editorial Material,3,1998,4.8081
Pub53801,Letter,3,1997,2.4765
Pub70361,Article,5,2001,1.1947
Pub68864,Article,5,1999,1.3975
Pub70750,Article,2,2002,1.2759
Pub33664,Article,2,1996,1.3906
Pub34261,Article,3,2006,1.4498
Pub26229,Article,14,2009,2.0939
Pub47444,Article,9,2012,4.5033
Pub79370,Article,5,1998,1.2589
Pub91796,Article,11,2000,1.6638
Pub78937,Article,11,2004,1.8096
Pub00766,Article,6,2002,1.5509
Pub61859,Article,3,1998,1.3521
Pub54481,Article,4,2003,1.3551
Pub07477,Article,3,2001,1.3074
Pub00485,Article,17,2012,2.476
Pub43956,Article,8,2009,2.5126
Pub70333,Review,4,2004,0.8787
Pub66145,Article,2,2007,1.8451
Pub75127,Article,2,2006,2.3542
Pub82838,Article,7,2007,2.1755
Pub39990,Article,2,1996,1.8055
Pub98166,Article,4,1994,4.9961
Pub09110,Article,4,2001,1.4951
Pub04462,Article,16,2004,1.7492
Pub56562,Article,54,2002,1.3248
Pub71667,Article,10,2012,3.5198
Pub92253,Article,6,1996,1.2569
Pub55329,Article,2,1995,1.3026
Pub40028,Article,5,1998,1.0699
Pub30831,Article,2,2008,1.9786
Pub45225,Article,5,2000,1.641
Pub66740,Article,8,2010,3.0867
Pub85284,Article,11,2002,1.2251
Pub72021,Article,6,2006,1.7086
